scenario_id,condition,bond_type,confidence,reasoning,model,prompt_tokens,completion_tokens
10un17c,strong,L,0.8,"The poster had the liberty to set boundaries and restrict access to his home after Georgia's pattern of deliberate sabotage and manipulation, including fabricating evidence to destroy his relationship",claude-sonnet-4-20250514,1051,117
10upxdd,control,L,0.8,The poster has a liberty/permission to prioritize her son's immediate medical needs over general social courtesies regarding seat priority. While there may be general social expectations to offer seat,claude-sonnet-4-20250514,806,129
10upxdd,weak,L,0.8,"The poster had no moral duty to move her medically vulnerable son from his seat, as she was acting within her liberty to prioritize his immediate health needs over general courtesy norms. While elderl",claude-sonnet-4-20250514,853,123
10upxdd,strong,L,0.8,"The poster had no moral duty to give up the seat that her medically vulnerable son was occupying, especially given his immediate health needs and risk of fainting. While there are general social norms",claude-sonnet-4-20250514,881,126
10up25i,control,L,0.8,"The poster has liberty/permission to choose who to invite to their own engagement announcement party, as this is a private celebration they are hosting. While the execution may have been tactless, the",claude-sonnet-4-20250514,728,127
10up25i,weak,O,0.7,"Despite the stepmother's problematic behavior toward the fiancée, the poster had a duty to handle the exclusion more maturely and directly, especially given that the father was genuinely unaware of wh",claude-sonnet-4-20250514,775,120
10up25i,strong,L,0.8,"The poster had the liberty to choose whom to invite to their own engagement announcement, especially given the stepmother's pattern of excluding his fiancée from significant family events. While the e",claude-sonnet-4-20250514,803,120
10ubcp5,control,L,0.85,"The poster has the liberty/permission to refuse reconciliation with her brother Dan, who stole her savings years ago and has never apologized or made restitution. Dan's theft was a serious violation o",claude-sonnet-4-20250514,895,123
10ubcp5,weak,L,0.85,"The poster has no moral duty to reconcile with or maintain a relationship with Dan, who stole a significant amount of money from her and has never made meaningful amends or acknowledged the harm cause",claude-sonnet-4-20250514,942,118
10ubcp5,strong,L,0.8,"The poster has liberty/permission to maintain boundaries with her brother despite his apology, as the theft represented a significant betrayal of trust that caused lasting harm to their relationship. ",claude-sonnet-4-20250514,970,131
10up4gf,control,L,0.8,The poster has the liberty/permission to cancel their daughter's birthday party as a disciplinary measure in response to the daughter's cruel behavior of mocking cultural gifts and hurting family memb,claude-sonnet-4-20250514,952,124
10up4gf,weak,L,0.8,The poster (parent) has the liberty/permission to cancel their daughter's birthday party as a disciplinary consequence for her harmful behavior of publicly mocking gifts that were culturally significa,claude-sonnet-4-20250514,999,125
10up4gf,strong,L,0.8,"Given the update that the daughter was acting under significant personal distress from a family emergency that the parents were unaware of, and that she has since apologized with the conflict resolved",claude-sonnet-4-20250514,1027,115
10u91vb,control,L,0.85,"The poster has a liberty/permission to exercise in the public park using equipment designed for that purpose, as they are engaging in lawful activity in a public space during appropriate hours. While ",claude-sonnet-4-20250514,744,132
10u91vb,weak,L,0.8,"The poster has a legitimate liberty to use public exercise equipment in a public park for its intended purpose, and there is no moral duty to cease lawful activity simply because it may incidentally d",claude-sonnet-4-20250514,791,133
10u91vb,strong,L,0.8,"The poster has a liberty/permission to exercise in the public park using equipment designed for that purpose, and the dog walking group has no valid claim to exclude them from this legitimate use of p",claude-sonnet-4-20250514,819,129
10unudp,control,L,0.8,The poster has liberty/permission to keep the dress money and wear her chosen dress because Kim's initial gift created no enforceable obligation to change course based on later demands tied to Bea's i,claude-sonnet-4-20250514,988,135
10unudp,weak,L,0.85,"The poster has liberty/permission to keep the money and wear her chosen dress because Kim gave the money as a gift with a specific purpose (buying a dress), which the poster fulfilled as agreed. While",claude-sonnet-4-20250514,1035,112
10unudp,strong,L,0.8,"The poster has liberty/permission to keep the dress money and wear her chosen dress. While Kim was acting under personal distress, the initial gift was unconditional, and the poster reasonably relied ",claude-sonnet-4-20250514,1063,99
10uj4d9,control,L,0.8,The poster has a liberty/permission to remove her husband from their shared home given his pattern of ignoring reasonable requests and his particularly harmful behavior during her migraine episode. Wh,claude-sonnet-4-20250514,657,133
10uj4d9,weak,L,0.8,"The poster has a liberty/permission to remove her husband from the home given his pattern of disregarding her reasonable requests and health needs, particularly his refusal to accommodate her migraine",claude-sonnet-4-20250514,704,152
10uj4d9,strong,L,0.8,"Given that the husband was acting under significant personal distress from a family emergency that the poster was unaware of, and has since apologized and explained the circumstances, the poster had l",claude-sonnet-4-20250514,732,144
10uolan,control,O,0.8,"The poster (woman) has a duty to respect her fiancé's property rights and autonomy over his possessions, especially since these are valuable collectibles he purchased and curated. While her concerns a",claude-sonnet-4-20250514,693,131
10uolan,weak,L,0.8,"The poster (mother) has legitimate liberty/permission to make reasonable decisions about what is displayed in common areas of the home where her 10-year-old daughter lives, especially when considering",claude-sonnet-4-20250514,740,144
10uolan,strong,L,0.8,"Given that the fiancé was acting under significant personal distress from a family emergency and has since apologized, the poster's original action of moving the posters (while done for legitimate con",claude-sonnet-4-20250514,768,142
10uwunk,control,L,0.8,"The poster has legitimate concerns about child safety and wellbeing that justify refusing the overnight visit - the ex has never cared for the child alone, abandoned them during pregnancy/birth, and w",claude-sonnet-4-20250514,971,158
10uwunk,weak,L,0.8,The poster has legitimate parental concerns about child safety and wellbeing that justify refusing overnight custody to someone who has never provided solo care and abandoned them during pregnancy. Wh,claude-sonnet-4-20250514,1018,125
10uwunk,strong,L,0.8,"The poster has liberty/permission to set reasonable boundaries regarding overnight visits with her child, especially given the father's history of abandonment and lack of solo caregiving experience. W",claude-sonnet-4-20250514,1046,127
10un335,control,O,0.8,"The poster has a duty as a parent to communicate respectfully with his daughter in a way that acknowledges her developing autonomy and changing preferences, even when those preferences seem inconsiste",claude-sonnet-4-20250514,864,120
10un335,weak,O,0.8,"The father has a duty to respect his daughter's reasonable requests about how she wishes to be addressed, especially given her developmental stage as a teenager navigating identity and social situatio",claude-sonnet-4-20250514,911,152
10un335,strong,L,0.8,"Given that the family emergency has been resolved and both parties have moved on with the daughter apologizing, the poster is now free to exercise reasonable parental discretion in how he addresses hi",claude-sonnet-4-20250514,939,137
10ung90,control,O,0.8,"The poster has a parental duty to prioritize her daughter's wellbeing and emotional development over her own preferences for restaurant choice, especially given the daughter's consistent food aversion",claude-sonnet-4-20250514,1037,145
10ung90,weak,O,0.8,"The poster, as a parent, has fundamental duties to provide emotional safety, reasonable accommodation, and appropriate conflict resolution for their 16-year-old daughter. While the daughter's behavior",claude-sonnet-4-20250514,1084,152
10ung90,strong,O,0.8,"Despite the family emergency context that led to resolution, the poster still had a fundamental parental duty to handle the conflict with greater care and understanding rather than calling their 16-ye",claude-sonnet-4-20250514,1112,132
10uag1t,control,L,0.8,"The poster has liberty/permission to exclude the siblings from the funeral arrangements, as they consistently harassed and rejected his brother and Liam over many years, even obtaining cease and desis",claude-sonnet-4-20250514,850,133
10uag1t,weak,L,0.8,"The poster had the liberty to exclude siblings who had consistently harassed and rejected his brother and Liam for years, even obtaining cease and desist orders against them. While the siblings now cl",claude-sonnet-4-20250514,897,134
10uag1t,strong,L,0.8,"The poster was acting within their moral liberty to exclude siblings who had harassed and rejected their brother and his partner for years, especially when following the dying brother's wishes to orga",claude-sonnet-4-20250514,925,143
10uco3c,control,L,0.9,"The poster has liberty/permission to reject Gray's advances and protect herself from his stalking behavior, which includes following her home, obtaining her address without permission, and persistentl",claude-sonnet-4-20250514,973,130
10uco3c,weak,L,0.9,"The poster has liberty/permission to reject Gray's advances and set boundaries, as evidenced by a clear pattern of stalking behavior including following her home, obtaining her address without permiss",claude-sonnet-4-20250514,1020,130
10uco3c,strong,L,0.9,"Despite the update about Gray's family emergency and subsequent apology, the poster had no moral duty to tolerate the extensive stalking behavior described (following her home, shipping items to her a",claude-sonnet-4-20250514,1048,118
10ul5b9,control,L,0.8,The poster had moral liberty/permission to prioritize Maya's wellbeing by picking her up early when the child's health was being neglected through lack of proper medical care. While custody agreements,claude-sonnet-4-20250514,680,122
10ul5b9,weak,L,0.8,The poster had liberty/permission to prioritize Maya's health and wellbeing when the child explicitly requested help and was visibly suffering from lack of proper medical care. While the mother's acti,claude-sonnet-4-20250514,727,122
10ul5b9,strong,L,0.8,The poster had moral liberty/permission to prioritize Maya's health and wellbeing when the child requested help and was clearly suffering from inadequate medical care. While custody arrangements typic,claude-sonnet-4-20250514,755,129
10uugdm,control,L,0.8,"The poster has a liberty/permission to pursue her recreational activities with friends, as her husband has explicitly declined to participate and she made reasonable efforts to include him. While spou",claude-sonnet-4-20250514,676,125
10uugdm,weak,L,0.8,"The poster has a liberty/permission to pursue her rock climbing activities with colleagues, as she has no moral duty to cease her recreational activities simply because her husband chooses not to part",claude-sonnet-4-20250514,723,148
10uugdm,strong,L,0.8,"The poster has liberty/permission to engage in recreational activities that her husband chooses not to participate in, especially given that she invited him and he declined. While the update reveals t",claude-sonnet-4-20250514,751,119
10un8lv,control,L,0.8,The poster has liberty/permission to wear clothing expressing their response to Emily's unprovoked insults and accusations. Emily initiated the conflict with serious accusations about drug dealing and,claude-sonnet-4-20250514,985,129
10un8lv,weak,L,0.8,"The poster has liberty/permission to wear clothing that references Emily's own words (""mercenary"") back to her, especially after Emily's unprovoked verbal attacks and failure to apologize until seeing",claude-sonnet-4-20250514,1032,151
10un8lv,strong,L,0.8,"The poster had the liberty to wear the t-shirt as a response to Emily's unprovoked insults and harassment about her legitimate work, especially since Emily had not apologized at that point. While the ",claude-sonnet-4-20250514,1060,136
10utyes,control,O,0.8,"The poster has a fundamental duty as a parent to prioritize their child's wellbeing and emotional comfort in the family home, especially when the child has clearly expressed distress about the dog's p",claude-sonnet-4-20250514,549,145
10utyes,weak,O,0.8,"The poster has a duty as a parent to consider their younger daughter's wellbeing and comfort in her own home, especially given her clear distress about the dog's presence. While the family has legitim",claude-sonnet-4-20250514,596,135
10utyes,strong,L,0.8,"The update reveals that the younger daughter's behavior was driven by a family emergency and personal distress that the poster was unaware of, and she has since apologized and moved on from the confli",claude-sonnet-4-20250514,624,113
10uugoi,control,L,0.8,"The grandfather's conditional ""gift"" with the expectation of sharing winnings constitutes bad faith giving that undermines the nature of a genuine gift, creating no valid moral obligation for the post",claude-sonnet-4-20250514,618,128
10uugoi,weak,L,0.8,"The grandfather's ""gift"" was given with strings attached that undermined the nature of a true gift, creating what amounts to a bad faith transaction where he retained claims to half the value. Since g",claude-sonnet-4-20250514,665,123
10uugoi,strong,L,0.8,"The grandfather's conditional gift structure (""if you win, give me half"") created an unreasonable expectation that undermines the nature of gift-giving, giving the poster liberty to reject this condit",claude-sonnet-4-20250514,693,135
10usuqe,control,L,0.8,"The poster has a liberty/permission to set reasonable boundaries about who enters his personal home, especially regarding private areas like upstairs bedrooms. While the biological father has legitima",claude-sonnet-4-20250514,897,127
10usuqe,weak,L,0.8,"The poster has a legitimate liberty/permission to set reasonable boundaries about access to his own home, especially regarding private areas like bedrooms. While the biological father has parental rig",claude-sonnet-4-20250514,944,136
10usuqe,strong,L,0.8,"The poster has liberty/permission to set reasonable boundaries about access to his own home, especially regarding private areas like upstairs bedrooms. While the biological father has some legitimate ",claude-sonnet-4-20250514,972,112
10v3w62,control,O,0.8,"The poster has a moral duty to address their wife's fraudulent competition entry, as spouses have obligations to guide each other away from potentially harmful illegal or unethical conduct. The wife h",claude-sonnet-4-20250514,526,114
10v3w62,weak,L,0.8,The poster has legitimate concerns about their wife's fraudulent competition entry and is exercising their liberty to express these concerns and seek discussion about responsible behavior. Given that ,claude-sonnet-4-20250514,573,131
10v3w62,strong,L,0.8,"Given that the wife was acting under significant personal distress from a family emergency and has since apologized, the poster's original concern about fraudulent competition entry was reasonable but",claude-sonnet-4-20250514,601,114
10v0goc,control,O,0.8,"The poster has a duty to be sensitive to his wife's feelings and concerns about his relationships with female coworkers, especially when jokes create ambiguity about the nature of those relationships.",claude-sonnet-4-20250514,464,131
10v0goc,weak,O,0.8,The poster has a moral duty to acknowledge his wife's legitimate concerns about his response to the coworker's joke and to engage in genuine dialogue about boundaries in their relationship. While the ,claude-sonnet-4-20250514,511,130
10v0goc,strong,L,0.8,"Given that the wife was acting under significant personal distress from a family emergency that the poster was unaware of, and she has since apologized and explained the circumstances with both partie",claude-sonnet-4-20250514,539,109
10v2vra,control,L,0.8,"The poster has a liberty/permission to enforce household rules and parenting decisions, especially when her husband abdicated his responsibility to maintain agreed-upon boundaries with his parents. He",claude-sonnet-4-20250514,928,112
10v2vra,weak,L,0.8,"The poster has a liberty/permission to enforce household rules and maintain structure for their children, especially when their co-parent fails to do so despite agreements. While the in-laws' actions ",claude-sonnet-4-20250514,975,130
10v2vra,strong,L,0.8,"Given that the other party was acting under significant personal distress from a family emergency that the poster was unaware of, and has since apologized and resolved the conflict, the poster had lib",claude-sonnet-4-20250514,1003,142
10v1l3c,control,O,0.8,"The poster has a duty to avoid deliberately disturbing the peace and sleep of their neighbors and other residents in the apartment complex, especially at 1am. While their concern for the dog's welfare",claude-sonnet-4-20250514,555,129
10v1l3c,weak,O,0.8,"The poster has a duty to cease the deliberately disruptive behavior of making the dog bark at 1am, which disturbs both the neighbors and potentially other residents in the complex. While the poster's ",claude-sonnet-4-20250514,602,138
10v1l3c,strong,L,0.8,"Given that the conflict has been resolved with both parties having moved on and the other party apologizing after explaining their emergency circumstances, the poster's actions appear to have been mor",claude-sonnet-4-20250514,630,127
10uj07i,control,L,0.8,"The poster had liberty/permission to enforce the clearly posted zoo rules about maintaining silence in the koala exhibit, especially when the family's baby was disturbing the animals and other visitor",claude-sonnet-4-20250514,997,124
10uj07i,weak,L,0.7,"The poster had a liberty/permission to enforce the clearly posted rules about maintaining silence in the koala exhibit, as the zoo had established these rules for the animals' wellbeing and other visi",claude-sonnet-4-20250514,1044,148
10uj07i,strong,O,0.8,"Given the new information that the other party was acting under significant personal distress from a family emergency, the poster now has a moral duty to show understanding and compassion rather than ",claude-sonnet-4-20250514,1072,128
10ufsch,control,L,0.9,"The poster explicitly warned Polly not to book the flight before canceling the trip, making Polly's subsequent booking her own voluntary decision and financial responsibility. The poster has no duty t",claude-sonnet-4-20250514,959,130
10ufsch,weak,L,0.9,"The poster has no duty to pay for Polly's flight ticket since Polly booked it against explicit advice not to do so, making this Polly's unilateral decision and financial responsibility. While the post",claude-sonnet-4-20250514,1006,146
10ufsch,strong,L,0.8,"The poster has liberty/permission to refuse payment for the flight because Polly booked it against explicit instructions not to do so, making it her own financial responsibility. While the update reve",claude-sonnet-4-20250514,1034,117
10uu2i8,control,L,0.8,"The poster has legal ownership of the china through a valid inheritance, creating a liberty right to use and dispose of it as they choose. While there may be emotional considerations regarding family ",claude-sonnet-4-20250514,526,108
10uu2i8,weak,L,0.8,"The poster has legal ownership of the china through a valid will, and while Robyn's situation is sympathetic, this doesn't create a moral duty for the poster to share what was legally bequeathed to th",claude-sonnet-4-20250514,573,132
10uu2i8,strong,L,0.8,"The poster has legal ownership of the china through a valid will, and the update reveals that Robyn's demands were made under personal distress and she has since apologized, indicating she recognizes ",claude-sonnet-4-20250514,601,127
10ukdih,control,L,0.9,"The poster has no moral duty to continue providing support, gifts, or maintaining this friendship given the friend's pattern of refusing help when needed, making hurtful comments about the poster's ch",claude-sonnet-4-20250514,755,123
10ukdih,weak,L,0.8,"The poster has liberty/permission to withdraw from this friendship and discontinue support, as friendships are generally voluntary relationships that don't create binding moral duties when the relatio",claude-sonnet-4-20250514,802,150
10ukdih,strong,L,0.8,"Given that the other party was acting under significant personal distress during a family emergency and has since apologized, the poster had the liberty to consider ending the friendship based on the ",claude-sonnet-4-20250514,830,131
10usgbf,control,L,0.8,"The poster has no moral duty to provide false reassurances or guarantee outcomes he cannot control, even if honesty causes his wife distress. While spouses generally owe each other emotional support, ",claude-sonnet-4-20250514,483,106
10usgbf,weak,L,0.8,"The poster has a liberty to respond honestly to questions, especially when the wife's questions seek information the poster genuinely cannot provide with certainty. While spouses have general duties o",claude-sonnet-4-20250514,530,133
10usgbf,strong,L,0.8,"Given that the wife was acting under significant personal distress from a family emergency (which the poster was unaware of), has since apologized, and both parties have moved on, the poster had liber",claude-sonnet-4-20250514,558,146
10ubvgp,control,L,0.8,"The poster has no established duty to spend his personal money on his girlfriend's daughter, especially given the lack of reciprocity and the daughter's apparent dislike of him. While living together ",claude-sonnet-4-20250514,611,107
10ubvgp,weak,L,0.8,"The poster has no established duty to spend money on his girlfriend's daughter, especially given the lack of reciprocity and the daughter's dislike of him. While blended families may create some moral",claude-sonnet-4-20250514,658,139
10ubvgp,strong,L,0.8,"The poster had no pre-established duty to spend equally on both children, especially given the unequal relationship dynamics and lack of reciprocal spending by the girlfriend. While the girlfriend's r",claude-sonnet-4-20250514,686,118
10uczru,control,L,0.8,"The poster has no moral duty to participate in a family vacation, especially when they perceive the arrangements as unfair or hypocritical. While family relationships involve general obligations of co",claude-sonnet-4-20250514,632,118
10uczru,weak,L,0.8,"The poster has the liberty to decline participation in the family vacation, especially given what they perceive as unfair treatment regarding the ""no partners"" rule that was modified for Annie but not",claude-sonnet-4-20250514,679,122
10uczru,strong,L,0.8,"The poster has liberty/permission to decline participating in the family vacation, especially given the changed circumstances and perceived unfair treatment regarding different rules for different fam",claude-sonnet-4-20250514,707,128
10un17c,control,L,0.8,"The poster has the liberty to set boundaries and exclude Georgia from his home after her deliberate pattern of manipulation, harassment, and attempts to sabotage his relationship through deceptive mea",claude-sonnet-4-20250514,976,119
10un17c,weak,L,0.8,"The poster has liberty/permission to set boundaries in his own home after enduring sustained malicious behavior from his daughter, including fabricating lies, property damage, and elaborate schemes to",claude-sonnet-4-20250514,1023,147
10un17c,strong,L,0.8,"Given that Georgia was acting under significant personal distress during a family emergency that the father was unaware of, and that she has since apologized with the conflict being resolved, the fath",claude-sonnet-4-20250514,1051,129
10urxf5,control,L,0.8,"The poster has liberty/permission to set reasonable dress code guidelines and wedding preferences for their own wedding celebration, as hosts traditionally have broad discretion over event planning de",claude-sonnet-4-20250514,1028,122
10urxf5,weak,L,0.8,"The poster has the liberty to set dress code preferences for their own wedding, as hosts traditionally have discretion over event parameters including attire requests. While the parents have expressed",claude-sonnet-4-20250514,1075,115
10urxf5,strong,L,0.8,"The poster has liberty/permission to plan their wedding according to their preferences, including dress code requests and cannabis provisions, as these are personal choices about their own celebration",claude-sonnet-4-20250514,1103,127
10ux79o,control,L,0.8,"The poster has liberty/permission to remove her children's belongings and manage their placement within the shared living space, especially when responding to the father's explicit complaints about th",claude-sonnet-4-20250514,1006,142
10ux79o,weak,L,0.8,"The poster has liberty/permission to remove her children's belongings from the shared space after her father's hurtful comments about the items being unwanted ""shit."" While living in her parents' home",claude-sonnet-4-20250514,1053,143
10ux79o,strong,L,0.8,"Given that the father was acting under significant personal distress from a family emergency and has since apologized, the poster's defensive response of removing her children's belongings was a reaso",claude-sonnet-4-20250514,1081,131
10uqfvz,control,L,0.8,The poster has a legitimate liberty/permission to exclude his wife from his personal bathroom when her use creates safety hazards and property damage that she cannot or will not remedy. While spouses ,claude-sonnet-4-20250514,798,135
10uqfvz,weak,L,0.8,"The poster has a legitimate liberty/permission to set reasonable boundaries for their personal bathroom space, especially given the safety hazard (slipping) and property damage issues caused by the wi",claude-sonnet-4-20250514,845,132
10uqfvz,strong,L,0.8,"The poster has a legitimate liberty to set reasonable boundaries for their own bathroom, especially given the safety hazard (slipping) and repeated unsuccessful attempts to address the issue through c",claude-sonnet-4-20250514,873,114
10uiqc7,control,L,0.8,The poster had the liberty/permission to ask her husband to leave during an uncomfortable situation involving a third party (the stepsister) who was clearly distressed by his presence and inappropriat,claude-sonnet-4-20250514,543,134
10uiqc7,weak,L,0.8,"The poster had a liberty/permission to ask her husband to leave the room when his presence was making the stepsister visibly uncomfortable, especially after he made an inappropriate comment about the ",claude-sonnet-4-20250514,590,142
10uiqc7,strong,L,0.8,"Given that the husband was acting under significant personal distress from a family emergency (which the poster was unaware of at the time), has since apologized, and both parties have moved on, the p",claude-sonnet-4-20250514,618,121
10uhg3s,control,L,0.8,"The poster made a reasonable good-faith effort to comply with the dress code while accommodating their gender identity and comfort needs, wearing an outfit that appeared dress-like and was functionall",claude-sonnet-4-20250514,942,161
10uhg3s,weak,L,0.8,"The poster had a legitimate liberty to seek a reasonable compromise that respected both their gender identity and the wedding's dress code, which their outfit effectively accomplished by appearing as ",claude-sonnet-4-20250514,989,160
10uhg3s,strong,L,0.8,"The poster had a liberty/permission to wear the romper that reasonably accommodated both their gender identity needs and the wedding's formal dress expectations. While hosts can set dress codes, the p",claude-sonnet-4-20250514,1017,137
10ur722,control,L,0.8,The poster has no moral duty to sacrifice her daughter's wellbeing or autonomy to solve problems created by Ms. N's inappropriate assignment of unpaid emotional labor to her child. Ms. N's pattern of ,claude-sonnet-4-20250514,1028,138
10ur722,weak,L,0.8,"The poster has liberty/permission to maintain their decision not to send their daughter on the school trip, even after Ms. N's apology and changed circumstances. While Ms. N may have acted from misund",claude-sonnet-4-20250514,1075,136
10ur722,strong,L,0.8,"The poster had liberty/permission to refuse the unreasonable buddy assignment and organize an alternative trip, as parents have legitimate authority over their children's educational experiences and s",claude-sonnet-4-20250514,1103,133
10uj3o1,control,L,0.9,The poster has legitimate liberty/permission to protect their property and financial interests by requiring insurance coverage and proper supervision for commercial activities on their land. The board,claude-sonnet-4-20250514,729,106
10uj3o1,weak,L,0.9,"The poster has liberty/permission to set and enforce reasonable safety and insurance requirements on their own property, especially when children are involved and their home ownership is at risk. Whil",claude-sonnet-4-20250514,776,128
10uj3o1,strong,L,0.8,The poster acted within their liberty rights as a property owner to protect themselves from liability and enforce reasonable safety standards for activities on their property. While the boarder was un,claude-sonnet-4-20250514,804,116
10ux1bx,control,L,0.8,"The poster has no pre-existing duty to care for her boyfriend's daughter, especially when she had legitimate prior commitments made three weeks in advance. While partners may have moral expectations t",claude-sonnet-4-20250514,982,110
10ux1bx,weak,L,0.8,"The poster has no established duty to care for her boyfriend's daughter, especially when viable alternatives exist (returning the child to her mother). While partners may have some general obligations",claude-sonnet-4-20250514,1029,122
10ux1bx,strong,L,0.8,"The poster had no pre-existing duty to care for her boyfriend's daughter, especially when she had made prior commitments three weeks in advance and the situation arose from an unforeseeable illness co",claude-sonnet-4-20250514,1057,153
10v41jx,control,L,0.9,The poster has a liberty/permission to refuse the boss's inappropriate demands because these requests fall well outside the scope of legitimate employment duties and violate both legal boundaries (H1B,claude-sonnet-4-20250514,553,126
10v41jx,weak,L,0.9,"The poster has a liberty/permission to refuse these inappropriate and likely illegal demands from her boss, as they fall far outside her contracted IT role, violate visa regulations, and include sexua",claude-sonnet-4-20250514,600,124
10v41jx,strong,L,0.9,"The poster has a liberty/permission to refuse these inappropriate requests, as they fall completely outside the scope of legitimate employment duties and violate both employment law and visa regulatio",claude-sonnet-4-20250514,628,124
10ukzpr,control,N,0.8,"The friends orchestrated an elaborate deception that involved public humiliation, betrayal of trust, and creating a group chat to mock the poster behind their back. Given the severity of this breach o",claude-sonnet-4-20250514,748,118
10ukzpr,weak,L,0.8,The poster has liberty/permission to respond with anger and distance themselves from friends who deliberately deceived and humiliated them for entertainment. While the friends claim it was a misunders,claude-sonnet-4-20250514,795,118
10ukzpr,strong,L,0.8,"Given that the other party has apologized and explained they were acting under significant personal distress during a family emergency, and both parties have resolved the conflict and moved on, the po",claude-sonnet-4-20250514,823,145
10ura66,control,O,0.8,"The poster has competing moral obligations - duties to his children from prior relationships based on custody agreements and parental responsibilities, and duties to his wife who just gave birth and n",claude-sonnet-4-20250514,706,128
10ura66,weak,O,0.7,"The poster has competing duties - both to his wife who just gave birth and needs recovery time, and to his children regarding custody obligations. However, given that the wife has expressed her perspe",claude-sonnet-4-20250514,753,139
10ura66,strong,L,0.8,"The poster had legitimate competing obligations - legal custody agreements and duties to his existing children that cannot be simply abandoned, even during a stressful time. While the wife's request w",claude-sonnet-4-20250514,781,112
10ulsrp,control,L,0.8,"The poster had the liberty to choose whether to accept Carl's apology and reconcile, as Carl had no moral claim to forgiveness after destroying the poster's book out of jealousy. While Carl made subst",claude-sonnet-4-20250514,889,127
10ulsrp,weak,L,0.8,"Given that Carl has provided comprehensive restitution (replacement book, payment, custom figurines) and sincere apology, and both parties have reconciled with mutual apologies, the poster now has lib",claude-sonnet-4-20250514,936,133
10ulsrp,strong,L,0.8,"Given that Carl has apologized, made substantial restitution (new book, custom figurines, repayment), and the poster has accepted the apology and forgiven him, the poster now has liberty to maintain w",claude-sonnet-4-20250514,964,127
10v15sq,control,L,0.8,The poster has liberty/permission to withdraw from the trip because they have no established moral duty to participate in a vacation that has fundamentally changed from what was originally planned bet,claude-sonnet-4-20250514,830,138
10v15sq,weak,L,0.8,The poster has the liberty to withdraw from a trip that has fundamentally changed from what was originally planned (a special mother-daughter trip to a large group vacation). While backing out may dis,claude-sonnet-4-20250514,877,133
10v15sq,strong,L,0.8,"The poster has the liberty to withdraw from a trip that has evolved beyond their original expectations and comfort level, especially since they are the only one who has actually booked travel. While t",claude-sonnet-4-20250514,905,126
10uqw4f,control,L,0.9,"The poster has a liberty/permission to maintain privacy about her body and personal information, even from her boyfriend. While romantic relationships involve mutual support, this does not create a du",claude-sonnet-4-20250514,484,103
10uqw4f,weak,L,0.8,"The poster has a fundamental liberty/permission to maintain privacy over personal information about her body, regardless of her boyfriend's competitive desires or his later expressed willingness to di",claude-sonnet-4-20250514,531,112
10uqw4f,strong,L,0.8,"The poster had a liberty/permission to maintain privacy about her body and decline to share personal information, even in the context of her boyfriend's competitive dispute with his brother. While the",claude-sonnet-4-20250514,559,121
10ui2ji,control,L,0.8,"The poster has a liberty/permission to report potential illegal conversions to the appropriate authorities, as this is a legitimate exercise of civic duty and protection of community standards. The ne",claude-sonnet-4-20250514,758,123
10ui2ji,weak,L,0.8,"The poster has a liberty/permission to report potential illegal conversions to appropriate authorities, as this falls within their rights as a resident concerned about building compliance and communit",claude-sonnet-4-20250514,805,122
10ui2ji,strong,L,0.8,"Given the important update revealing that the neighbor was acting under significant personal distress during a family emergency (which the poster was unaware of), and that both parties have since reso",claude-sonnet-4-20250514,833,124
10ujnk8,control,L,0.8,The poster has a liberty/permission to take their own furniture since the friend failed to pay the agreed amount despite multiple warnings and a clear ultimatum. The friend had accumulated debts (5k i,claude-sonnet-4-20250514,614,119
10ujnk8,weak,L,0.8,The poster had legitimate claims for unpaid bills (5k) and furniture payment (6k) that remained unsettled despite warnings and deadlines. While the other party's misunderstanding and willingness to di,claude-sonnet-4-20250514,661,122
10ujnk8,strong,L,0.8,"Given that the other party was acting under significant personal distress from a family emergency that the poster was unaware of, and has since apologized and explained the circumstances with the conf",claude-sonnet-4-20250514,689,135
10uxee0,control,L,0.9,"The poster has no moral obligation to shave her body hair based on her boyfriend's preferences or hygiene claims, as personal grooming choices regarding one's own body are matters of individual autono",claude-sonnet-4-20250514,520,113
10uxee0,weak,L,0.85,"The poster has no moral duty to shave her body hair, as personal grooming choices regarding one's own body are matters of individual autonomy and liberty. While the boyfriend may have preferences, the",claude-sonnet-4-20250514,567,115
10uxee0,strong,L,0.8,"The poster has liberty/permission regarding her personal grooming choices, as bodily autonomy is a fundamental right that cannot be overridden by a partner's preferences. While the boyfriend's behavio",claude-sonnet-4-20250514,595,112
10v3fh8,control,L,0.8,The poster had legitimate competing moral obligations to multiple family members and made a reasonable judgment call in a difficult situation where any choice would harm some relationships. While they,claude-sonnet-4-20250514,560,126
10v3fh8,weak,O,0.7,"The poster has a moral obligation to apologize to Henry, given that Henry's actions were based on protecting his son from what he perceived as bullying, and the additional context reveals Henry's pers",claude-sonnet-4-20250514,607,127
10v3fh8,strong,L,0.8,"Given that Henry was acting under significant personal distress from a family emergency that the poster was unaware of, and both parties have since apologized and resolved the conflict, the poster's o",claude-sonnet-4-20250514,635,136
10u8muo,control,O,0.9,"The poster has a clear moral obligation to treat her best friend and Maid of Honor with respect and fairness, which includes not discriminating against her polyamorous relationship structure when exte",claude-sonnet-4-20250514,1281,142
10u8muo,weak,O,0.8,The poster had a clear obligation to treat her best friend and MOH fairly by either including all her partners as originally planned or having an honest conversation about limitations from the start. ,claude-sonnet-4-20250514,1328,129
